VARIABLES = x nde ndi rho phi ef
ZONE I=101 T=ZONE_000000
0 1.0002e+16 1.0002e+16 0 0 0
0.0001 1e+16 1e+16 0 0 0
0.0002 1e+16 1e+16 0 0 0
0.0003 1e+16 1e+16 0 0 0
0.0004 1e+16 1e+16 0 0 0
0.0005 1e+16 1e+16 0 0 0
0.0006 1e+16 1e+16 0 0 0
0.0007 1e+16 1e+16 0 0 0
0.0008 1e+16 1e+16 0 0 0
0.0009 1e+16 1e+16 0 0 0
0.001 1e+16 1e+16 0 0 0
0.0011 1e+16 1e+16 0 0 0
0.0012 1e+16 1e+16 0 0 0
0.0013 1e+16 1e+16 0 0 0
0.0014 1e+16 1e+16 0 0 0
0.0015 1e+16 1e+16 0 0 0
0.0016 1e+16 1e+16 0 0 0
0.0017 1e+16 1e+16 0 0 0
0.0018 1e+16 1e+16 0 0 0
0.0019 1e+16 1e+16 0 0 0
0.002 1e+16 1e+16 0 0 0
0.0021 1e+16 1e+16 0 0 0
0.0022 1e+16 1e+16 0 0 0
0.0023 1e+16 1e+16 0 0 0
0.0024 1e+16 1e+16 0 0 0
0.0025 1e+16 1e+16 0 0 0
0.0026 1e+16 1e+16 0 0 0
0.0027 1e+16 1e+16 0 0 0
0.0028 1e+16 1e+16 0 0 0
0.0029 1e+16 1e+16 0 0 0
0.003 1e+16 1e+16 0 0 0
0.0031 1e+16 1e+16 0 0 0
0.0032 1e+16 1e+16 0 0 0
0.0033 1e+16 1e+16 0 0 0
0.0034 1e+16 1e+16 0 0 0
0.0035 1e+16 1e+16 0 0 0
0.0036 1e+16 1e+16 0 0 0
0.0037 1e+16 1e+16 0 0 0
0.0038 1e+16 1e+16 0 0 0
0.0039 1e+16 1e+16 0 0 0
0.004 1e+16 1e+16 0 0 0
0.0041 1e+16 1e+16 0 0 0
0.0042 1e+16 1e+16 0 0 0
0.0043 1e+16 1e+16 0 0 0
0.0044 1e+16 1e+16 0 0 0
0.0045 1e+16 1e+16 0 0 0
0.0046 1e+16 1e+16 0 0 0
0.0047 1e+16 1e+16 0 0 0
0.0048 1e+16 1e+16 0 0 0
0.0049 1e+16 1e+16 0 0 0
0.005 1e+16 1e+16 0 0 0
0.0051 1e+16 1e+16 0 0 0
0.0052 1e+16 1e+16 0 0 0
0.0053 1e+16 1e+16 0 0 0
0.0054 1e+16 1e+16 0 0 0
0.0055 1e+16 1e+16 0 0 0
0.0056 1e+16 1e+16 0 0 0
0.0057 1e+16 1e+16 0 0 0
0.0058 1e+16 1e+16 0 0 0
0.0059 1e+16 1e+16 0 0 0
0.006 1e+16 1e+16 0 0 0
0.0061 1e+16 1e+16 0 0 0
0.0062 1e+16 1e+16 0 0 0
0.0063 1e+16 1e+16 0 0 0
0.0064 1e+16 1e+16 0 0 0
0.0065 1e+16 1e+16 0 0 0
0.0066 1e+16 1e+16 0 0 0
0.0067 1e+16 1e+16 0 0 0
0.0068 1e+16 1e+16 0 0 0
0.0069 1e+16 1e+16 0 0 0
0.007 1e+16 1e+16 0 0 0
0.0071 1e+16 1e+16 0 0 0
0.0072 1e+16 1e+16 0 0 0
0.0073 1e+16 1e+16 0 0 0
0.0074 1e+16 1e+16 0 0 0
0.0075 1e+16 1e+16 0 0 0
0.0076 1e+16 1e+16 0 0 0
0.0077 1e+16 1e+16 0 0 0
0.0078 1e+16 1e+16 0 0 0
0.0079 1e+16 1e+16 0 0 0
0.008 1e+16 1e+16 0 0 0
0.0081 1e+16 1e+16 0 0 0
0.0082 1e+16 1e+16 0 0 0
0.0083 1e+16 1e+16 0 0 0
0.0084 1e+16 1e+16 0 0 0
0.0085 1e+16 1e+16 0 0 0
0.0086 1e+16 1e+16 0 0 0
0.0087 1e+16 1e+16 0 0 0
0.0088 1e+16 1e+16 0 0 0
0.0089 1e+16 1e+16 0 0 0
0.009 1e+16 1e+16 0 0 0
0.0091 1e+16 1e+16 0 0 0
0.0092 1e+16 1e+16 0 0 0
0.0093 1e+16 1e+16 0 0 0
0.0094 1e+16 1e+16 0 0 0
0.0095 1e+16 1e+16 0 0 0
0.0096 1e+16 1e+16 0 0 0
0.0097 1e+16 1e+16 0 0 0
0.0098 1e+16 1e+16 0 0 0
0.0099 1e+16 1e+16 0 0 0
0.01 9.998e+15 9.998e+15 0 0 0
ZONE I=101 T=ZONE_001000
0 0 0 0 0 -nan
0.0001 0 0 0 -nan -nan
0.0002 0 0 0 -nan -nan
0.0003 0 0 0 -nan -nan
0.0004 0 0 0 -nan -nan
0.0005 0 0 0 -nan -nan
0.0006 0 0 0 -nan -nan
0.0007 0 0 0 -nan -nan
0.0008 0 0 0 -nan -nan
0.0009 0 0 0 -nan -nan
0.001 0 0 0 -nan -nan
0.0011 0 0 0 -nan -nan
0.0012 0 0 0 -nan -nan
0.0013 0 0 0 -nan -nan
0.0014 0 0 0 -nan -nan
0.0015 0 0 0 -nan -nan
0.0016 0 0 0 -nan -nan
0.0017 0 0 0 -nan -nan
0.0018 0 0 0 -nan -nan
0.0019 0 0 0 -nan -nan
0.002 0 0 0 -nan -nan
0.0021 0 0 0 -nan -nan
0.0022 0 0 0 -nan -nan
0.0023 0 0 0 -nan -nan
0.0024 0 0 0 -nan -nan
0.0025 0 0 0 -nan -nan
0.0026 0 0 0 -nan -nan
0.0027 0 0 0 -nan -nan
0.0028 0 0 0 -nan -nan
0.0029 0 0 0 -nan -nan
0.003 0 0 0 -nan -nan
0.0031 0 0 0 -nan -nan
0.0032 0 0 0 -nan -nan
0.0033 0 0 0 -nan -nan
0.0034 0 0 0 -nan -nan
0.0035 0 0 0 -nan -nan
0.0036 0 0 0 -nan -nan
0.0037 0 0 0 -nan -nan
0.0038 0 0 0 -nan -nan
0.0039 0 0 0 -nan -nan
0.004 0 0 0 -nan -nan
0.0041 0 0 0 -nan -nan
0.0042 0 0 0 -nan -nan
0.0043 0 0 0 -nan -nan
0.0044 0 0 0 -nan -nan
0.0045 0 0 0 -nan -nan
0.0046 0 0 0 -nan -nan
0.0047 0 0 0 -nan -nan
0.0048 0 0 0 -nan -nan
0.0049 0 0 0 -nan -nan
0.005 0 0 0 -nan -nan
0.0051 0 0 0 -nan -nan
0.0052 0 0 0 -nan -nan
0.0053 0 0 0 -nan -nan
0.0054 0 0 0 -nan -nan
0.0055 0 0 0 -nan -nan
0.0056 0 0 0 -nan -nan
0.0057 0 0 0 -nan -nan
0.0058 0 0 0 -nan -nan
0.0059 0 0 0 -nan -nan
0.006 0 0 0 -nan -nan
0.0061 0 0 0 -nan -nan
0.0062 0 0 0 -nan -nan
0.0063 0 0 0 -nan -nan
0.0064 0 0 0 -nan -nan
0.0065 0 0 0 -nan -nan
0.0066 0 0 0 -nan -nan
0.0067 0 0 0 -nan -nan
0.0068 0 0 0 -nan -nan
0.0069 0 0 0 -nan -nan
0.007 0 0 0 -nan -nan
0.0071 0 0 0 -nan -nan
0.0072 0 0 0 -nan -nan
0.0073 0 0 0 -nan -nan
0.0074 0 0 0 -nan -nan
0.0075 0 0 0 -nan -nan
0.0076 0 0 0 -nan -nan
0.0077 0 0 0 -nan -nan
0.0078 0 0 0 -nan -nan
0.0079 0 0 0 -nan -nan
0.008 0 0 0 -nan -nan
0.0081 0 0 0 -nan -nan
0.0082 0 0 0 -nan -nan
0.0083 0 0 0 -nan -nan
0.0084 0 0 0 -nan -nan
0.0085 0 0 0 -nan -nan
0.0086 0 0 0 -nan -nan
0.0087 0 0 0 -nan -nan
0.0088 0 0 0 -nan -nan
0.0089 0 0 0 -nan -nan
0.009 0 0 0 -nan -nan
0.0091 0 0 0 -nan -nan
0.0092 0 0 0 -nan -nan
0.0093 0 0 0 -nan -nan
0.0094 0 0 0 -nan -nan
0.0095 0 0 0 -nan -nan
0.0096 0 0 0 -nan -nan
0.0097 0 0 0 -nan -nan
0.0098 0 0 0 -nan -nan
0.0099 0 0 0 -nan -nan
0.01 0 0 0 0 -nan
